ClmDiagnosisCode_5_ID,ClmDiagnosisCode_5
279,74100
280,2851
281,72982
282,8208
283,V122
284,E9444
285,27651
286,4400
287,0414
288,78820
289,7852
290,59654
291,V146
292,0091
293,V4579
294,7197
295,V4571
296,29590
297,29680
298,920
299,78650
300,71636
301,73010
302,80700
303,V5811
304,4148
305,2639
306,514
307,3383
308,78605
309,2169
310,1749
311,27800
312,1961
313,E9342
314,V725
315,72283
316,4928
317,4257
318,7837
319,34400
320,9331
321,42822
322,7821
323,4618
324,53085
325,73329
326,V726
327,73027
328,V037
329,72705
330,0539
331,73674
332,2768
333,3540
334,V6284
335,V8537
336,2689
337,2811
338,78907
339,1950
340,V8535
341,7262
342,72252
343,1363
344,6186
345,28860
346,71500
347,V4502
348,78701
349,2760
350,78552
351,43882
352,5848
353,6828
354,4168
355,7149
356,7224
357,1745
358,7804
359,5855
360,47819
361,6826
362,E9363
363,5289
364,71537
365,7905
366,E9288
367,2753
368,3319
369,V4283
370,138
371,20286
372,42989
373,V5867
374,2682
375,V1302
376,7824
377,71943
378,24290
379,59010
380,E8889
381,5770
382,43811
383,8080
384,3669
385,5989
386,99645
387,7282
388,78723
389,78843
390,4592
391,2662
392,V1279
393,4149
394,5852
395,4264
396,2841
397,71595
398,319
399,79430
400,78702
401,4352
402,25002
403,1629
404,34280
405,78052
406,5303
407,7212
408,29650
409,27903
410,33394
411,72690
412,042
413,59651
414,79021
415,49121
416,36250
417,V860
418,V7283
419,7910
420,7089
421,V421
422,3569
423,2704
424,9971
425,7808
426,2182
427,1623
428,7907
429,1560
430,3564
431,78093
432,6829
433,78609
434,78906
435,1882
436,04112
437,82021
438,V1004
439,36332
440,28260
441,71535
442,7830
443,4542
444,E8782
445,99591
446,42833
447,38010
448,2113
449,7931
450,4920
451,3439
452,2800
453,5259
454,5778
455,V4364
456,2528
457,E8888
458,79399
459,8471
460,2167
461,6209
462,5370
463,7871
464,53140
465,59381
466,28489
467,70219
468,2749
469,00841
470,29620
471,E8791
472,9054
473,78659
474,5853
475,V5419
476,7248
477,3682
478,7099
479,2819
480,45981
481,34830
482,2949
483,78832
484,V103
485,V7651
486,V8801
487,25201
488,1991
489,V5413
490,2750
491,E8499
492,71591
493,78097
494,43889
495,71844
496,2869
497,7820
498,71906
499,78060
500,25050
501,0389
502,V667
503,V602
504,V153
505,2409
506,30500
507,71598
508,71991
509,7863
510,V4975
511,7241
512,79902
513,4412
514,V4984
515,27540
516,92411
517,3899
518,42650
519,V1301
520,99520
521,V441
522,6019
523,V1003
524,2382
525,5771
526,45620
527,00845
528,40290
529,53510
530,49322
531,75451
532,V707
533,4401
534,E8809
535,V4365
536,40310
537,71947
538,34700
539,7921
540,4550
541,4271
542,E8490
543,V08
544,8058
545,34690
546,V066
547,79589
548,7098
549,7244
550,V173
551,4538
552,56409
553,51884
554,7859
555,7289
556,30550
557,8028
558,9623
559,6010
560,1976
561,4409
562,E8801
563,V5789
564,7038
565,5851
566,2930
567,4279
568,5738
569,72190
570,8054
571,9879
572,0340
573,V141
574,V850
575,73301
576,2270
577,78261
578,7801
579,7234
580,25080
581,V7612
582,29560
583,7993
584,5539
585,V462
586,7962
587,56985
588,3321
589,5880
590,5119
591,7243
592,E9353
593,E9430
594,8796
595,27650
596,92232
597,04104
598,23879
599,V608
600,41519
601,4010
602,5180
603,33818
604,V0382
605,3239
606,88110
607,2558
608,3004
609,7936
610,56211
611,7831
612,55320
613,V1209
614,29633
615,79439
616,3574
617,2874
618,9975
619,2384
620,36201
621,36504
622,7510
623,29383
624,69274
625,4590
626,5963
627,E9359
628,V4361
629,8472
630,34839
631,43491
632,9974
633,3019
634,3369
635,1830
636,4414
637,V1059
638,V1082
639,V5875
640,81240
641,71959
642,4619
643,2810
644,V161
645,29021
646,V1079
647,V1272
648,78096
649,V1052
650,25040
651,V166
652,V454
653,1122
654,81322
655,3970
656,4476
657,5733
658,V0259
659,5960
660,4940
661,5641
662,71589
663,700
664,1977
665,4778
666,V065
667,71593
668,4389
669,43820
670,28959
671,36960
672,V1005
673,5693
674,42761
675,20300
676,78721
677,3962
678,78262
679,3501
680,71865
681,38918
682,4371
683,28522
684,5920
685,2669
686,71847
687,47831
688,6202
689,6272
690,3481
691,0419
692,V1011
693,53789
694,5712
695,V642
696,42652
697,3373
698,5722
699,6179
700,V443
701,42830
702,7246
703,6824
704,72704
705,7100
706,3549
707,29689
708,262
709,36251
710,37414
711,5781
712,42741
713,81308
714,4471
715,49390
716,71580
717,7845
718,78194
719,135
720,E9503
721,40511
722,75989
723,7292
724,V571
725,38870
726,3438
727,73020
728,5821
729,44381
730,7847
731,5609
732,99883
733,78652
734,27900
735,7515
736,4779
737,24200
738,78904
739,V4577
740,84500
741,E9600
742,78729
743,V053
744,83805
745,7862
746,E9278
747,V1588
748,470
749,V6751
750,V560
751,V829
752,1539
753,20400
754,56984
755,V5862
756,V700
757,V1508
758,9160
759,2721
760,78903
761,4730
762,5739
763,73819
764,591
765,72691
766,V1581
767,42832
768,5369
769,V4573
770,37487
771,07999
772,V0254
773,2900
774,61801
775,78054
776,20510
777,70720
778,79022
779,44289
780,4739
781,55090
782,29532
783,78799
784,42843
785,V1252
786,04111
787,27541
788,40211
789,E8810
790,78192
791,3003
792,5720
793,1890
794,4533
795,29630
796,E9331
797,5363
798,8470
799,6184
800,V550
801,9118
802,5183
803,5772
804,6989
805,28981
806,V714
807,27549
808,9961
809,5185
810,78469
811,36472
812,2572
813,99673
814,E916
815,4599
816,430
817,25092
818,V1047
819,5601
820,44020
821,4732
822,40300
823,9063
824,2351
825,61189
826,3009
827,7230
828,V170
829,73392
830,9100
831,3694
832,9089
833,04186
834,V7241
835,4413
836,5206
837,30400
838,7873
839,20070
840,1369
841,2752
842,2863
843,30981
844,8449
845,0416
846,29574
847,71515
848,7517
849,7854
850,56481
851,20890
852,78830
853,42613
854,V7281
855,72402
856,49122
857,7218
858,2330
859,462
860,1844
861,23872
862,725
863,53541
864,4720
865,1123
866,7210
867,8670
868,V1529
869,43850
870,73399
871,2512
872,59970
873,72293
874,33529
875,5680
876,7999
877,1960
878,436
879,V5489
880,V4382
881,53500
882,92420
883,E8798
884,57400
885,1981
886,60091
887,V5481
888,7354
889,2536
890,V5830
891,45342
892,3488
893,4539
894,V1253
895,5715
896,78959
897,53540
898,1588
899,51900
900,V1259
901,9916
902,4465
903,51911
904,92303
905,2130
906,V2651
907,V142
908,5695
909,4549
910,V4572
911,4658
912,2779
913,7030
914,5762
915,99592
916,V851
917,73313
918,79380
919,7504
920,4262
921,29181
922,9067
923,60001
924,5531
925,42820
926,37921
927,V1589
928,V671
929,586
930,8248
931,70711
932,5690
933,5761
934,78064
935,7960
936,V426
937,V711
938,71596
939,64903
940,71516
941,75010
942,36256
943,7810
944,43310
945,1963
946,7935
947,6258
948,87340
949,5768
950,4571
951,70704
952,53019
953,30391
954,78902
955,3804
956,7994
957,3079
958,72271
959,5988
960,V1002
961,45184
962,70723
963,73017
964,72703
965,5991
966,8920
967,71849
968,56200
969,70709
970,7392
971,7919
972,E8842
973,78559
974,43490
975,80501
976,1419
977,27802
978,73670
979,72633
980,71699
981,41404
982,04110
983,4581
984,44102
985,4738
986,6822
987,34510
988,1550
989,70714
990,9248
991,3559
992,7881
993,39890
994,6029
995,V674
996,23770
997,2764
998,1104
999,4556
1000,72400
1001,4359
1002,E9060
1003,V5331
1004,7964
1005,8438
1006,V145
1007,37601
1008,V7286
1009,5272
1010,3670
1011,57431
1012,V4611
1013,44421
1014,85220
1015,72889
1016,43822
1017,7226
1018,1971
1019,3674
1020,7866
1021,317
1022,4660
1023,80701
1024,7892
1025,5759
1026,81341
1027,72761
1028,E9433
1029,71789
1030,E8844
1031,2909
1032,7877
1033,587
1034,78722
1035,E8881
1036,39891
1037,78449
1038,25022
1039,36844
1040,V078
1041,42769
1042,71955
1043,35781
1044,V1359
1045,5750
1046,36202
1047,53170
1048,2599
1049,V1051
1050,2114
1051,9148
1052,30002
1053,4423
1054,82525
1055,4568
1056,8360
1057,30009
1058,7273
1059,25090
1060,5839
1061,3384
1062,33390
1063,4770
1064,33182
1065,V1201
1066,5951
1067,1509
1068,78055
1069,4820
1070,53190
1071,V6709
1072,78550
1073,3963
1074,V8524
1075,25042
1076,25062
1077,V5416
1078,42611
1079,V1009
1080,42831
1081,41405
1082,29530
1083,36230
1084,29281
1085,45931
1086,V177
1087,6160
1088,E8843
1089,1889
1090,9093
1091,5790
1092,20411
1093,4242
1094,7963
1095,34831
1096,V4282
1097,1970
1098,7530
1099,71894
1100,8460
1101,23875
1102,V7284
1103,V138
1104,36511
1105,3313
1106,3090
1107,V1269
1108,31531
1109,V826
1110,V143
1111,78899
1112,07054
1113,4430
1114,1530
1115,9341
1116,0417
1117,E9064
1118,73629
1119,7948
1120,99601
1121,5932
1122,29690
1123,2144
1124,28850
1125,V854
1126,44422
1127,20000
1128,79093
1129,3961
1130,29655
1131,3108
1132,3561
1133,V4289
1134,2788
1135,45989
1136,72743
1137,44024
1138,V4575
1139,60010
1140,71696
1141,1361
1142,5765
1143,V453
1144,5889
1145,31534
1146,78651
1147,52460
1148,38830
1149,70705
1150,1628
1151,V1749
1152,75310
1153,30521
1154,92300
1155,E9173
1156,8770
1157,E9293
1158,V770
1159,V431
1160,5559
1161,51883
1162,5933
1163,4800
1164,7930
1165,V1006
1166,4580
1167,20410
1168,56039
1169,75612
1170,V401
1171,4570
1172,70400
1173,4718
1174,V2549
1175,94335
1176,8362
1177,52340
1178,07071
1179,5194
1180,2535
1181,4263
1182,7869
1183,85011
1184,3485
1185,94800
1186,79381
1187,6271
1188,78607
1189,69589
1190,71691
1191,71514
1192,42821
1193,56949
1194,2323
1195,9972
1196,40413
1197,E9240
1198,V603
1199,E9330
1200,37430
1201,1820
1202,2971
1203,V4369
1204,70211
1205,5679
1206,9134
1207,7891
1208,4251
1209,87342
1210,1619
1211,29632
1212,E8496
1213,E8548
1214,326
1215,7011
1216,36611
1217,72281
1218,2681
1219,E8789
1220,7841
1221,3568
1222,7880
1223,31289
1224,9222
1225,37432
1226,8469
1227,E8786
1228,71518
1229,5968
1230,2143
1231,78003
1232,5110
1233,7202
1234,1888
1235,7585
1236,V810
1237,22802
1238,0388
1239,V1559
1240,72709
1241,E9352
1242,72470
1243,78050
1244,29580
1245,4281
1246,32724
1247,V452
1248,70712
1249,V1042
1250,78901
1251,75311
1252,2801
1253,9138
1254,53010
1255,31200
1256,71532
1257,6959
1258,5161
1259,19889
1260,7843
1261,1891
1262,E9068
1263,E8880
1264,4659
1265,V2633
1266,41402
1267,7380
1268,7101
1269,E8160
1270,80502
1271,797
1272,6260
1273,V7791
1274,1968
1275,72740
1276,8020
1277,1972
1278,59972
1279,4552
1280,3083
1281,V4981
1282,25202
1283,5184
1284,4417
1285,59389
1286,1179
1287,V8531
1288,40493
1289,7876
1290,2440
1291,5829
1292,34292
1293,7092
1294,72783
1295,V5332
1296,70707
1297,4321
1298,36900
1299,340
1300,05319
1301,53011
1302,1105
1303,2867
1304,42742
1305,V7652
1306,7393
1307,5799
1308,7355
1309,3819
1310,78551
1311,73734
1312,7827
1313,7533
1314,30501
1315,V427
1316,E9682
1317,99529
1318,42842
1319,V7231
1320,6960
1321,78836
1322,2729
1323,70909
1324,73026
1325,78499
1326,E8849
1327,5368
1328,6262
1329,45341
1330,71951
1331,08881
1332,V147
1333,4555
1334,58389
1335,9895
1336,5305
1337,E9308
1338,37960
1339,V561
1340,E8902
1341,2731
1342,99677
1343,6926
1344,1748
1345,34402
1346,0380
1347,45829
1348,71940
1349,E8582
1350,6827
1351,E9394
1352,56941
1353,72888
1354,30591
1355,78051
1356,5569
1357,1543
1358,2713
1359,2808
1360,E8796
1361,30480
1362,60886
1363,43810
1364,9130
1365,30021
1366,8860
1367,4559
1368,V1081
1369,566
1370,75319
1371,5552
1372,42091
1373,82100
1374,20281
1375,V4321
1376,E9689
1377,V1249
1378,2149
1379,52100
1380,2798
1381,78460
1382,1121
1383,0092
1384,2390
1385,03849
1386,78939
1387,V6406
1388,V0189
1389,33385
1390,V7285
1391,36500
1392,79099
1393,7945
1394,25051
1395,V4586
1396,85400
1397,60090
1398,V7647
1399,6170
1400,24900
1401,25082
1402,73679
1403,1579
1404,3693
1405,V641
1406,V4962
1407,72211
1408,3314
1409,3014
1410,71533
1411,71534
1412,4841
1413,42490
1414,30522
1415,30393
1416,78053
1417,45111
1418,E8498
1419,2111
1420,V163
1421,04185
1422,V5842
1423,4422
1424,41091
1425,52801
1426,99889
1427,6809
1428,73349
1429,V5881
1430,V5864
1431,V1043
1432,7811
1433,V1087
1434,61171
1435,V1007
1436,72751
1437,88100
1438,E8189
1439,99830
1440,6823
1441,V061
1442,V1041
1443,44023
1444,73710
1445,3698
1446,07070
1447,30740
1448,95911
1449,7019
1450,45621
1451,73310
1452,71850
1453,5959
1454,99686
1455,4243
1456,193
1457,61610
1458,6248
1459,V074
1460,5298
1461,3679
1462,6235
1463,4258
1464,7384
1465,V861
1466,2468
1467,E8538
1468,99640
1469,59080
1470,99939
1471,3109
1472,4260
1473,2148
1474,4919
1475,8974
1476,99643
1477,19882
1478,V652
1479,V1085
1480,9583
1481,48282
1482,5845
1483,5779
1484,49392
1485,9243
1486,2529
1487,30928
1488,7822
1489,2532
1490,V1851
1491,40210
1492,43883
1493,95210
1494,E9298
1495,3315
1496,V4561
1497,5121
1498,20190
1499,55092
1500,20037
1501,2777
1502,41090
1503,20891
1504,30563
1505,E9174
1506,71530
1507,9348
1508,71697
1509,1975
1510,73302
1511,78191
1512,7135
1513,99702
1514,72632
1515,7942
1516,33399
1517,V679
1518,73340
1519,6929
1520,8676
1521,65581
1522,V072
1523,V5415
1524,40491
1525,36721
1526,72706
1527,4378
1528,87344
1529,4558
1530,8730
1531,6256
1532,99812
1533,51882
1534,37120
1535,71948
1536,4370
1537,7318
1538,6071
1539,4561
1540,2252
1541,1103
1542,7296
1543,64941
1544,E887
1545,57511
1546,25070
1547,33811
1548,37484
1549,44323
1550,7934
1551,64813
1552,53642
1553,28800
1554,2397
1555,55321
1556,7350
1557,3071
1558,7955
1559,44389
1560,11284
1561,29020
1562,V8741
1563,5713
1564,31401
1565,5711
1566,V169
1567,70721
1568,9070
1569,51902
1570,33720
1571,V123
1572,9594
1573,V1242
1574,04189
1575,1599
1576,36800
1577,42653
1578,8488
1579,8921
1580,36925
1581,71965
1582,38630
1583,V0262
1584,5198
1585,81220
1586,2738
1587,2793
1588,2871
1589,V5877
1590,5793
1591,29622
1592,V5865
1593,71925
1594,60784
1595,7937
1596,5570
1597,2419
1598,34404
1599,3689
1600,V7242
1601,V4509
1602,1969
1603,78865
1604,260
1605,9181
1606,27652
1607,4474
1608,V059
1609,68110
1610,30490
1611,71101
1612,5780
1613,V5831
1614,20200
1615,29660
1616,4358
1617,E8938
1618,3371
1619,460
1620,5362
1621,3594
1622,78001
1623,7455
1624,6278
1625,1534
1626,1519
1627,7078
1628,41511
1629,2180
1630,88111
1631,36616
1632,30590
1633,V4976
1634,81504
1635,72990
1636,V5721
1637,7842
1638,44031
1639,79505
1640,57450
1641,56989
1642,605
1643,V6700
1644,2888
1645,7867
1646,V8281
1647,1109
1648,6239
1649,01190
1650,85306
1651,8820
1652,46410
1653,7220
1654,34551
1655,V4972
1656,2251
1657,V5427
1658,59971
1659,7173
1660,30401
1661,61804
1662,2352
1663,E8120
1664,3152
1665,34540
1666,V5832
1667,25052
1668,29570
1669,V5849
1670,33183
1671,4373
1672,5934
1673,28731
1674,8260
1675,22804
1676,V5873
1677,99680
1678,V741
1679,1625
1680,53020
1681,7068
1682,38910
1683,2858
1684,7062
1685,9953
1686,V0752
1687,2920
1688,2728
1689,99667
1690,7424
1691,V4576
1692,72679
1693,11289
1694,49300
1695,27730
1696,5401
1697,38801
1698,7093
1699,7580
1700,5269
1701,31239
1702,5952
1703,7028
1704,E8785
1705,V5889
1706,20511
1707,E914
1708,87343
1709,4380
1710,V528
1711,1911
1712,1529
1713,6249
1714,78002
1715,30460
1716,V109
1717,75312
1718,25063
1719,5716
1720,5699
1721,2740
1722,8361
1723,92320
1724,78839
1725,9092
1726,E8792
1727,5691
1728,V1551
1729,V440
1730,72479
1731,V6544
1732,V1505
1733,2337
1734,2396
1735,6953
1736,2794
1737,452
1738,71815
1739,1744
1740,43821
1741,V538
1742,E9422
1743,2723
1744,56489
1745,V8536
1746,45182
1747,1280
1748,E8495
1749,7271
1750,9072
1751,3829
1752,30723
1753,99831
1754,7901
1755,99709
1756,07030
1757,2912
1758,71742
1759,70725
1760,E9674
1761,6111
1762,5225
1763,78606
1764,25541
1765,8901
1766,36210
1767,72871
1768,6079
1769,53012
1770,49310
1771,2394
1772,1742
1773,2411
1774,8072
1775,8832
1776,9120
1777,7833
1778,40492
1779,1733
1780,V580
1781,73739
1782,36916
1783,73018
1784,7503
1785,42840
1786,3897
1787,6273
1788,4386
1789,94129
1790,3688
1791,684
1792,78199
1793,57510
1794,2441
1795,V5401
1796,3732
1797,5128
1798,42610
1799,70724
1800,92311
1801,78951
1802,25071
1803,4404
1804,87320
1805,4142
1806,85202
1807,9211
1808,72882
1809,30491
1810,20283
1811,V1044
1812,78863
1813,7104
1814,9390
1815,1108
1816,71949
1817,5819
1818,V7611
1819,0549
1820,7464
1821,7385
1822,E8790
1823,56982
1824,35800
1825,65961
1826,81342
1827,2733
1828,8910
1829,V716
1830,73689
1831,25081
1832,78031
1833,34461
1834,2303
1835,37230
1836,E9356
1837,V1204
1838,20501
1839,V662
1840,5935
1841,2939
1842,70706
1843,1729
1844,5723
1845,E9442
1846,36720
1847,7358
1848,2370
1849,V600
1850,3898
1851,78864
1852,43812
1853,62989
1854,44021
1855,7470
1856,V658
1857,8900
1858,V444
1859,E9390
1860,6200
1861,73309
1862,2820
1863,2860
1864,6825
1865,7179
1866,V1260
1867,71901
1868,53290
1869,43884
1870,E9364
1871,7336
1872,V1509
1873,71846
1874,71904
1875,59969
1876,73015
1877,9110
1878,E9357
1879,71887
1880,4269
1881,7176
1882,E9209
1883,29623
1884,0059
1885,37934
1886,38101
1887,2706
1888,45821
1889,3591
1890,2763
1891,4266
1892,3181
1893,81201
1894,V6409
1895,99649
1896,2692
1897,5964
1898,V812
1899,V7282
1900,1978
1901,1702
1902,9219
1903,7969
1904,34403
1905,3129
1906,7915
1907,37272
1908,78071
1909,7102
1910,81601
1911,8408
1912,501
1913,8052
1914,9198
1915,2448
1916,5758
1917,07819
1918,2564
1919,4179
1920,04109
1921,30470
1922,79409
1923,72789
1924,V7381
1925,30520
1926,72664
1927,7592
1928,3940
1929,56983
1930,V1649
1931,V5631
1932,48242
1933,30423
1934,72660
1935,36614
1936,55221
1937,81500
1938,30411
1939,5550
1940,E9443
1941,E9393
1942,25003
1943,5562
1944,3094
1945,4440
1946,9212
1947,71942
1948,E912
1949,37831
1950,71944
1951,36252
1952,1962
1953,37251
1954,3334
1955,3182
1956,25072
1957,9190
1958,5581
1959,2325
1960,2870
1961,81209
1962,7321
1963,7589
1964,6028
1965,0785
1966,78862
1967,E9273
1968,38611
1969,30403
1970,72673
1971,40400
1972,E915
1973,99832
1974,7917
1975,3064
1976,71105
1977,E8700
1978,30122
1979,92400
1980,81343
1981,34211
1982,43311
1983,6820
1984,7015
1985,78061
1986,V1642
1987,E8780
1988,51919
1989,71886
1990,2189
1991,V551
1992,41419
1993,71958
1994,3102
1995,E8768
1996,7868
1997,78834
1998,40301
1999,35989
2000,7423
2001,55200
2002,56722
2003,8911
2004,6869
2005,V6441
2006,3489
2007,E9201
2008,72762
2009,92410
2010,79402
2011,80702
2012,V149
2013,73007
2014,5961
2015,71511
2016,3158
2017,36813
2018,E8799
2019,07989
2020,3482
2021,8509
2022,4372
2023,23873
2024,4449
2025,7586
2026,7177
2027,56089
2028,V6549
2029,5602
2030,3518
2031,73605
2032,28809
2033,V4585
2034,37991
2035,2181
2036,99681
2037,E9290
2038,E9069
2039,7394
2040,9951
2041,37950
2042,V151
2043,88101
2044,72273
2045,V1329
2046,55091
2047,4379
2048,36207
2049,1966
2050,7235
2051,E9479
2052,7249
2053,9140
2054,53130
2055,2592
2056,2630
2057,78062
2058,56882
2059,78491
2060,72671
2061,0940
2062,99672
2063,53089
2064,5199
2065,7932
2066,71842
2067,42612
2068,E918
2069,2141
2070,4480
2071,V672
2072,37214
2073,9986
2074,3558
2075,5373
2076,52800
2077,53021
2078,V553
2079,E9421
2080,9229
2081,25083
2082,29212
2083,2651
2084,6268
2085,5538
2086,40200
2087,71592
2088,2353
2089,30181
2090,41072
2091,33721
2092,70583
2093,V811
2094,79095
2095,5931
2096,5941
2097,52809
2098,4540
2099,75651
2100,71811
2101,38650
2102,2982
2103,03811
2104,V4961
2105,30503
2106,36970
2107,2908
2108,33821
2109,59780
2110,6108
2111,1965
2112,4588
2113,92401
2114,261
2115,8738
2116,36274
2117,1508
2118,5950
2119,56960
2120,2355
2121,431
2122,30461
2123,78833
2124,V1001
2125,V171
2126,71891
2127,30421
2128,481
2129,3180
2130,74190
2131,7172
2132,45119
2133,1510
2134,V090
2135,4821
2136,V5409
2137,37630
2138,V237
2139,V558
2140,V549
2141,78969
2142,36289
2143,56081
2144,4489
2145,1707
2146,6250
2147,86803
2148,E9203
2149,72141
2150,6011
2151,40509
2152,2725
2153,29634
2154,V5417
2155,V180
2156,E8199
2157,5811
2158,V5841
2159,V6889
2160,29013
2161,71845
2162,29572
2163,75611
2164,8406
2165,8082
2166,73028
2167,3017
2168,4210
2169,2365
2170,40591
2171,9584
2172,05329
2173,38600
2174,V536
2175,74749
2176,30561
2177,3699
2178,25061
2179,V791
2180,5891
2181,8448
2182,7396
2183,1541
2184,5290
2185,1740
2186,3101
2187,V6881
2188,3969
2189,V719
2190,2830
2191,1982
2192,2559
2193,V4362
2194,56212
2195,E8508
2196,29600
2197,82521
2198,3312
2199,8489
2200,4130
2201,73016
2202,79579
2203,8024
2204,30022
2205,6945
2206,9597
2207,33828
2208,E8718
2209,V703
2210,57142
2211,43885
2212,7238
2213,05479
2214,E9378
2215,V8522
2216,3016
2217,37239
2218,V748
2219,E9478
2220,19881
2221,37942
2222,29640
2223,7079
2224,5571
2225,1730
2226,V8289
2227,84200
2228,64293
2229,28249
2230,6038
2231,1410
2232,8831
2233,74760
2234,68111
2235,72700
2236,9596
2237,79901
2238,29624
2239,E9804
2240,36510
2241,37749
2242,3814
2243,E8839
2244,2890
2245,7286
2246,V429
2247,71594
2248,E9327
2249,25012
2250,E8147
2251,72742
2252,1618
2253,81200
2254,V463
2255,6146
2256,2518
2257,4255
2258,70700
2259,80121
2260,37993
2261,V8525
2262,5566
2263,V573
2264,51909
2265,V079
2266,6205
2267,03812
2268,7041
2269,8180
2270,37515
2271,43411
2272,4470
2273,V4989
2274,42983
2275,6178
2276,71104
2277,56881
2278,99739
2279,72291
2280,4160
2281,2388
2282,V442
2283,81600
2284,30089
2285,80841
2286,6100
2287,30272
2288,71783
2289,52310
2290,53551
2291,72232
2292,38612
2293,81305
2294,71986
2295,7944
2296,38610
2297,V708
2298,38921
2299,82101
2300,53083
2301,6238
2302,40490
2303,71236
2304,34982
2305,75321
2306,1505
2307,70581
2308,V5412
2309,56729
2310,44100
2311,34611
2312,30924
2313,V434
2314,1736
2315,V1507
2316,5651
2317,07032
2318,3941
2319,V5844
2320,36232
2321,99590
2322,2117
2323,9532
2324,V720
2325,78869
2326,53782
2327,7454
2328,40201
2329,2903
2330,4541
2331,78600
2332,8483
2333,1974
2334,V1021
2335,36234
2336,E8494
2337,48283
2338,7200
2339,80849
2340,27739
2341,59960
2342,71695
2343,82300
2344,73673
2345,V1250
2346,58089
2347,1832
2348,30750
2349,1849
2350,71694
2351,20500
2352,E975
2353,V788
2354,72612
2355,1734
2356,9068
2357,V620
2358,52550
2359,4353
2360,4479
2361,61172
2362,3379
2363,V7109
2364,44029
2365,87341
2366,41092
2367,1739
2368,34460
2369,25053
2370,4510
2371,99676
2372,5568
2373,4295
2374,04101
2375,V704
2376,243
2377,94503
2378,7239
2379,1570
2380,1536
2381,25041
2382,E9426
2383,99674
2384,V7641
2385,36617
2386,71235
2387,V7399
2388,73729
2389,36846
2390,1622
2391,3968
2392,3576
2393,6039
2394,E8121
2395,23877
2396,V4973
2397,99769
2398,2784
2399,2631
2400,6805
2401,37420
2402,79391
2403,2442
2404,V119
2405,34210
2406,78340
2407,2166
2408,22809
2409,58181
2410,38200
2411,71900
2412,8794
2413,E9062
2414,73681
2415,53240
2416,220
2417,30431
2418,V582
2419,V5041
2420,3484
2421,52333
2422,1984
2423,25043
2424,30780
2425,V604
2426,8250
2427,0310
2428,27702
2429,5304
2430,36600
2431,20930
2432,1533
2433,43881
2434,V4983
2435,1990
2436,81602
2437,20205
2438,55329
2439,44281
2440,30014
2441,6988
2442,71743
2443,75619
2444,78322
2445,78829
2446,V1084
